dataset,channel,start_mcu_s,mean_mV,sd_raw_mV,slope_mV_min,rms_mV,rms_20,rms_40,rms_33,rms_05_5,peaks_Hz
修订后,Ut1,767.873,1431.0531871700002,0.2036540730699688,-0.42263574233664636,0.19425646441747982,0.05500985135755221,0.052298574472242634,0.02454508727519551,0.15443350762313562,1.6;2.7;1.1;2.2;3.3;0.5;17.8;42.2
修订后,Ut2,767.873,1448.9171096633333,0.23424566270395214,-0.13285695781486817,0.2319653559812404,0.05922848990916416,0.06055040074884744,0.08201605468409012,0.16219616184441518,1.6;33.3;2.7;1.1;2.2;0.5;3.3;17.8
修订后,Ut1,797.873,1430.8293400933333,0.20306730471480414,-0.4302998137059894,0.19313594799400172,0.05537234902356681,0.05428566177616664,0.011425395634560047,0.15404918217522912,1.6;2.7;1.1;2.1;3.2;0.5;22.1;41.1
修订后,Ut2,797.873,1448.87291041,0.23269719095644917,-0.13079629889541317,0.22854382643545765,0.05825908226282294,0.058967401600999086,0.08288232967513999,0.1639640295384537,1.6;33.3;2.7;1.1;2.1;3.2;0.5;17.9
修订后,Ut1,827.873,1430.6337480700004,0.20074353861699967,-0.3567361954380364,0.19374555010452968,0.0543402218711512,0.0524561215910326,0.010482645815966857,0.15590023446827794,1.6;2.7;1.1;2.1;3.2;0.5;37.9;42.1
修订后,Ut2,827.873,1448.8195810799998,0.23270836298215328,-0.23204660938514748,0.22957740220287237,0.062365942857206084,0.061333435984330865,0.07697705747331496,0.1674168274384401,1.6;33.3;1.1;2.7;2.1;0.5;3.2;17.9
修订后,Ut1,857.873,1430.4881019733334,0.20008959858356098,-0.2378262174970484,0.1957992355907967,0.056092206163802436,0.05522767512624618,0.010244540837066793,0.1572012869403899,1.6;2.6;1.1;2.1;0.5;3.2;22.1;37.9
修订后,Ut2,857.873,1448.6628979633333,0.22579982465603293,-0.39304978563247917,0.21700006612590758,0.05691756203818943,0.05840552537451316,0.07141564675637382,0.16290896424808637,1.6;2.6;33.3;1.1;2.1;0.5;3.2;37.9
修订后,Ut1,887.873,1430.369160863333,0.20188617241592963,-0.24887744785930555,0.19676652386321306,0.05880587920331518,0.05468648944122113,0.01608042239837926,0.15672445699342732,1.6;2.6;1.1;2.1;0.5;3.2;22.1;42.1
修订后,Ut2,887.873,1448.5257218000002,0.21969775310608006,-0.30814655255840606,0.21423058654432514,0.060264782193256546,0.058470842321279595,0.030874514783263925,0.16601766875322058,1.6;2.6;1.1;2.1;0.5;3.2;42.1;17.9
